	MR	ARI_o	ARI_r	Time
0	0.0	0.8403496046031014	0.8303682775082052	45.25096
1	0.0	0.8366242214812287	0.8274680895074638	42.46359
2	0.0	0.8552515912585609	0.8456086975595077	42.47005
3	0.0	0.8039692215791637	0.789911555763097	42.52882
4	0.0	0.8150404527122915	0.8006472131716302	41.89782
5	0.0	0.8299191326714165	0.8177005603061793	40.83285
6	0.0	0.8030463693692914	0.794649922161634	42.9462
7	0.0	0.828566263945444	0.8173363474174075	41.94355
8	0.0	0.8214818029375754	0.8130249397251075	45.65833
9	0.0	0.8416060321171346	0.8296950146856732	43.89518
10	0.0	0.8332056545040598	0.826435943050859	42.10343
11	0.0	0.7613572292209887	0.7500614810868461	43.32726
12	0.0	0.8051323332166151	0.7902762669421777	44.88707
13	0.0	0.8218614984563597	0.8139035697890334	44.46218
14	0.0	0.8483476180433207	0.8338543287429642	43.43827
15	0.0	0.833215858943002	0.8210211383226982	41.88243
16	0.0	0.8408858143873467	0.8271430538235112	45.67997
17	0.0	0.8129334392686877	0.802974772503914	45.16853
18	0.0	0.8290505595090334	0.8218242590591143	43.30839
19	0.0	0.8142386596092192	0.8048325920054633	45.34625
20	0.0	0.783185096104666	0.7713698586564951	41.63158
21	0.0	0.7826899870944033	0.7733624097672642	44.27947
22	0.0	0.8237972811975869	0.8112153100574314	45.35159
23	0.0	0.8086487599864634	0.7922594177045827	41.42321
24	0.0	0.8154155618731794	0.8035647753235466	41.67066
25	0.0	0.8336275402048463	0.8211034542966459	43.48001
26	0.0	0.8161050057899549	0.8059826456499803	43.0919
27	0.0	0.8189460206729113	0.8076822833704123	45.11937
28	0.0	0.8209758712825967	0.8079948341928628	42.80975
29	0.0	0.8420347092051614	0.8296418884937733	43.30735
30	0.0	0.835248408423839	0.8261779613988786	44.73193
31	0.0	0.8681191636859741	0.859362441737569	43.20685
32	0.0	0.7867578637394799	0.7772642435554595	41.23917
33	0.0	0.8557018479222456	0.8472505094145629	43.67909
34	0.0	0.8243981288667447	0.814632882113705	43.65939
35	0.0	0.7964974643922834	0.7822480266334616	41.70267
36	0.0	0.7947608087231633	0.7875442889543773	45.70715
37	0.0	0.8226948998574306	0.8123785727591057	43.21446
38	0.0	0.8126173870769842	0.8029848184893479	45.92955
39	0.0	0.8488464375446108	0.8384914673936648	43.14975
40	0.0	0.8217891342512065	0.8130656789260081	44.94617
41	0.0	0.8212761208028083	0.8073729166235288	45.04304
42	0.0	0.8321896440219598	0.8242450018262328	42.10446
43	0.0	0.830292399877164	0.8201706291513988	44.68074
44	0.0	0.8263541479636959	0.8162171072826985	44.60999
45	0.0	0.7889685146962182	0.7797081043364642	41.31464
46	0.0	0.8577274232418189	0.8465189134078148	45.22455
47	0.0	0.8283799573801077	0.8190396889863271	45.25389
