	MR	ARI_o	ARI_r	Time
0	0.0	0.8268824494030568	0.812903153418986 	42.89393
1	0.0	0.8472119849529337	0.8375466741772961	43.17421
2	0.0	0.8211868480175719	0.8086093742734448	43.01192
3	0.0	0.8250006909969788	0.8145000104055594	44.3027
4	0.0	0.8133188280264227	0.7979966815797556	43.11477
5	0.0	0.7937806773608251	0.7826658834248768	44.14876
6	0.0	0.8261181722614878	0.8161773581222357	44.45655
7	0.0	0.8197344219522585	0.8076162261132442	43.18197
8	0.0	0.8066217552273676	0.7958641844209473	41.52419
9	0.0	0.7905464345126321	0.7765765174052931	43.01285
10	0.0	0.7994670537571448	0.7911398337781417	45.02248
11	0.0	0.8185339223303483	0.8100505613357768	43.3039
12	0.0	0.8127846956125336	0.8025699561894913	44.44044
13	0.0	0.8050078655335071	0.7973488489299927	40.59045
14	0.0	0.8373513715484017	0.8247288692907858	42.28147
15	0.0	0.8267337244977208	0.8136643200517955	45.19606
16	0.0	0.8429900959772336	0.8322266464165797	42.88223
17	0.0	0.7923344965369287	0.7777021806953963	43.92369
18	0.0	0.790735552691638	0.7763810681307985	42.37314
19	0.0	0.8564028802654777	0.8482632563149297	43.74353
20	0.0	0.82597045416641	0.8108909976815238	43.96695
21	0.0	0.8215799750038224	0.8144236136682169	43.26377
22	0.0	0.8251554414287743	0.8158022297679208	44.83515
23	0.0	0.818647077814109	0.8091371395668914	45.51051
24	0.0	0.796302063299024	0.7906197275904935	43.55074
25	0.0	0.8069552271277337	0.797952542854572	42.88813
26	0.0	0.856854009777635	0.8470982496873926	44.97698
27	0.0	0.8204734184378596	0.8104738620813919	42.81166
28	0.0	0.7700344464574356	0.7592621347953504	40.85894
29	0.0	0.8113109825732272	0.8018314940183654	44.12734
30	0.0	0.8044847648472487	0.7941179451228245	44.23029
31	0.0	0.8323058285502125	0.8243622972012948	45.12023
32	0.0	0.8055101850567709	0.7961396702562983	43.89864
33	0.0	0.8181107682952172	0.8027937381577422	43.34768
34	0.0	0.8350063385749983	0.822180711285816	43.46548
35	0.0	0.8364605044933756	0.824193572005432	43.91855
36	0.0	0.8306762016159703	0.817380482089892	44.68856
37	0.0	0.7981015412380837	0.7878933268685296	45.02079
38	0.0	0.8028852147485656	0.789705737366744	43.29032
39	0.0	0.7977955915963694	0.7874453505451128	40.74463
40	0.0	0.8274846280632313	0.81641404584957	44.86536
41	0.0	0.8397302073399464	0.8287054643178168	43.99399
42	0.0	0.8062637877419722	0.7977770082833484	42.56247
43	0.0	0.7897217979064947	0.7819845870002571	44.17966
44	0.0	0.8618372494983222	0.8479906122632958	41.34748
45	0.0	0.807814992420557	0.7948595669672558	44.47525
46	0.0	0.8215710399048392	0.8141782448738858	42.19292
47	0.0	0.7853588386729116	0.7728461078088799	44.93361
48	0.0	0.8460711943429376	0.8336012859462802	44.63023
49	0.0	0.8025667307722748	0.7905761157253144	45.04324
50	0.0	0.8311926928424105	0.824171878839823	44.8448
51	0.0	0.820341031805238	0.8080176176201842	42.78853
52	0.0	0.8073704281473357	0.7954819875236314	42.03549
53	0.0	0.8197759943507538	0.8082838789571648	43.67148
54	0.0	0.8275544527852257	0.8152125794437993	42.55592
55	0.0	0.8502671135254528	0.8367472954214756	43.33487
56	0.0	0.8208967900009698	0.805410020550892	45.0845
57	0.0	0.848708549858903	0.8396655739517722	42.06126
58	0.0	0.8319207909230316	0.8219665548186171	43.20563
59	0.0	0.8538689832316965	0.843629392473708	40.61241
60	0.0	0.8297099027758089	0.8199390400214717	44.74189
61	0.0	0.8418383288081644	0.8361373067840844	42.79108
62	0.0	0.8170607274907632	0.8040807662853571	40.66147
63	0.0	0.8435053811339724	0.8321658264273046	41.95942
64	0.0	0.8007930544157127	0.7861605532163899	42.52042
65	0.0	0.8082953275197289	0.7994925346690158	41.76263
66	0.0	0.835136223712785	0.8200621927208789	40.55323
67	0.0	0.8172899118397292	0.8053239670878725	42.56583
68	0.0	0.8132224012341477	0.802314976726239	41.53334
69	0.0	0.8174888342666625	0.8065244436651948	45.40179
70	0.0	0.8068965704687543	0.7976709870825731	41.2461
71	0.0	0.8616315542969084	0.8515746309110676	44.93686
72	0.0	0.8252769981233716	0.8170109949044351	42.72314
73	0.0	0.8379556636016028	0.8269068594523413	44.78863
74	0.0	0.8093333590291127	0.7948087552846661	42.04585
75	0.0	0.8302182371646876	0.8207538435215057	42.00817
76	0.0	0.8069052327376836	0.7941196411677622	43.95067
77	0.0	0.7714388088742682	0.7610518689568472	40.70904
78	0.0	0.8370558533286641	0.8264555368651272	40.90628
79	0.0	0.8250935866283979	0.8100085268242975	41.89896
80	0.0	0.8428446699089527	0.8315885164485607	40.78779
81	0.0	0.8371564879595865	0.8230086067594484	44.44509
82	0.0	0.8465669425391519	0.836133441578886	44.74882
83	0.0	0.8376325968550218	0.8263737930489655	41.72457
84	0.0	0.7699512718766046	0.7589537624461173	42.85631
85	0.0	0.7697737843051631	0.7591387195610618	42.08106
86	0.0	0.8206344725631115	0.8086945337150376	41.36515
87	0.0	0.8359015396254911	0.8204096239482668	42.35476
88	0.0	0.8114291058076101	0.7987234318788258	40.7844
89	0.0	0.8478156877523645	0.8340421193621764	41.31469
